Relation NBA,,,,,,,,,
Player,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,MP*PER
Michael Stewart27CLE,0.8,1.2,0.1,0,0.3,0.378,0,0.667,31.27
Tyrone Wallace27NOP,2.8,1.3,0.2,0.5,0.2,0.35,0.25,0.2,31.25
Luke Walton31CLE,2,1.7,1.4,0.1,0,0.353,0.438,0,31.24
Theo Ratliff37LAL,0.2,1.3,0.3,0.2,0.5,0.167,0,0,31.24
Kyrylo Fesenko21UTA,1.6,2.8,0.2,0,0.3,0.375,0,0.5,31.2
Charles Jones37HOU,1,2.3,0,0,0.3,0.333,0,0.5,31.2
John Douglas26SDC,1.7,0.3,0.3,0,0,0.167,0.5,1,31.2
Reece Gaines24TOT,2,0.7,0.3,0.2,0,0.34,0.286,0.75,31.15
Greg Deane22UTA,1.4,0.9,0.9,0,0,0.182,1,0.714,31.05
LeRon Ellis22LAC,1.5,0.8,0,0.2,0.3,0.34,0,0.474,30.96
Jason Collins34BOS,1.2,1.6,0.2,0.3,0.2,0.348,0,0.7,30.9
Eric Leckner30TOT,1.7,1.8,0.3,0.2,0.1,0.424,0,0.5,30.87
Demetris Nichols24TOT,1.8,0.5,0.3,0,0.3,0.333,0,0.5,30.8
Taurean Green21TOT,1.6,0.6,0.6,0.1,0,0.28,0.182,0.917,30.8
Kurk Lee23NJN,1.4,0.6,0.7,0.2,0,0.268,0.2,0.893,30.8
Anthony Goldwire31TOT,1.7,0.4,0.3,0.2,0,0.36,0.333,0.571,30.78
Javonte Smart22MIL,2.4,1.5,1.1,0.3,0.2,0.256,0.222,0.833,30.75
Georgios Kalaitzakis23MIL,1.8,0.9,0,0.1,0.1,0.455,0.5,0.444,30.74
Craig Shelton24ATL,1.3,0.8,0,0.3,0,0.333,0,0.5,30.74
Ramón Rivas22BOS,1.4,0.9,0.1,0.1,0,0.387,0,0.64,30.69
Tree Rollins37HOU,0.7,1.4,0.2,0.1,0.4,0.268,0,0.75,30.68
Irving Thomas25LAL,1.8,1.2,0.4,0.2,0,0.34,0,0.571,30.66
Cedric Henderson21TOT,1.4,1,0,0,0,0.5,0,1,30.6
Stanley Roberts29PHI,2,3,0.6,0.2,0.2,0.313,0,0,30.6
Tyrell Terry20DAL,1,0.5,0.5,0.5,0,0.313,0,0.333,30.6
Walter Bond25DET,2,1,1.4,0.2,0,0.25,0.25,0.75,30.6
Kyle Alexander23MIA,1,1.5,0,0,0,0.5,0,0,30.55
Tony Brown28HOU,2.6,1.1,0.4,0.2,0,0.311,0.222,0.75,30.55
Jim Rowinski28TOT,0.8,0.6,0,0,0,0.25,0,0.833,30.43
Greg Stiemsma29TOR,0.8,0.9,0.2,0.1,0,0.75,0,0.5,30.42
Anthony Roberson25CHI,2,1.2,0.2,0,0,0.294,0.2,0,30.4
Vince Edwards22HOU,1.5,1,0,0,0,0.25,0.25,0,30.4
Tony Bradley20UTA,0.9,1.2,0.1,0,0,0.273,0,1,30.4
Frank Kornet24MIL,1.8,0.8,0.3,0.2,0,0.371,0.278,0.538,30.38
Irv Kiffin28SAS,3.2,1.5,0.7,0.4,0.1,0.333,0,0.72,30.34
Nate Darling22CHO,1.3,0.1,0.1,0,0.1,0.286,0.286,1,30.34
Jason Collins34TOT,1.1,1.6,0.2,0.3,0.3,0.31,0,0.719,30.3
Francisco Elson33TOT,1,1.2,0.2,0.1,0,0.333,0,0.4,30.25
Erick Dampier36ATL,0.1,1.7,0.3,0.1,0.3,0.125,0,0,30.25
Elijah Hughes22UTA,1.7,0.5,0.3,0.1,0.1,0.333,0.348,0.75,30.24
Aaron Brooks28HOU,1.4,0.3,0.9,0.1,0.4,0.308,0.286,0,30.24
Francisco Elson33MIL,0.9,1.2,0.2,0.1,0,0.308,0,1,30.24
Steve Alford24DAL,0.8,0.3,1,0.1,0,0.273,0,0.5,30.24
Reece Gaines25MIL,1.1,0,0.3,0.1,0,0.5,0,0.25,30.15
Randolph Childress24TOT,1.7,0.3,0.7,0.4,0,0.35,0.263,0.75,30.15
Reggie Hearn26DET,1,0,0,0,0,0.5,0.5,0,30.13
Bo Outlaw36ORL,2,0,0,0,0,0.667,0,0,30.1
Jérôme Moïso23CHH,1.1,1.7,0.3,0.2,0.1,0.4,0,0,30.09
Greg Kite23BOS,1.6,1.6,0.3,0.1,0.2,0.375,0,0.688,30.03
Justin Reed24BOS,2.3,0.9,0.2,0.2,0.1,0.338,0,0.625,30.03
Torgeir Bryn25LAC,1.3,0.7,0,0.7,0.3,0,0,0.667,30.03
Derek Grimm23SAC,1.6,0.4,0,0.3,0.1,0.286,0.333,1,30.02
Billy Paultz36UTA,1.3,1.5,0.3,0.1,0.2,0.368,0,0.643,30
Mark Pope32DEN,0.4,0.9,0.1,0.1,0.2,0.333,0,0,30
Mike Brittain22SAS,1.7,1.5,0.2,0.1,0.4,0.512,0,0.526,29.92
Laron Profit22WAS,1.5,0.8,0.8,0.2,0.1,0.356,0.176,0.4,29.92
Joe Kleine38POR,1.6,0.9,0.3,0.1,0,0.364,0,1,29.92
Dick Miller22IND,0.8,0.8,0.8,0.6,0,0.333,0,0,29.92
Raymond Townsend26IND,2.5,0.9,0.7,0.2,0,0.268,0.222,0.55,29.92
Jared Dudley35LAL,0.5,1.8,0.4,0.1,0.1,0.222,0.333,0,29.92
Winston Bennett26MIA,1,0.5,0,0,0,0.5,0,0,29.9
John Duren22UTA,1.8,0.9,1.4,0.5,0.1,0.327,0,0.556,29.9
Nate Robinson31NOP,0,0,2,0.5,0,0,0,0,29.9
Brandon Goodwin23DEN,1.4,0.2,0.9,0,0,0.261,0.333,0.818,29.88
Samaki Walker28WAS,1.7,1.3,0.3,0.2,0.5,0.355,0,0.667,29.76
Chris Whitney22SAS,1.8,0.7,1.3,0.3,0,0.305,0.333,0.8,29.75
Jamaal Magloire33TOR,1.2,3.3,0.2,0.1,0.3,0.378,0,0.259,29.7
Brent Price33SAC,1.6,0.4,0.5,0.2,0.1,0.333,0.267,0.692,29.7
Dakota Mathias26MEM,1,0.3,0.2,0.2,0,0.333,0.333,0,29.7
Sam Pellom31ATL,2,0,0.5,0,0,0.333,0,0,29.7
Eddie Gill27IND,1.1,0.4,0.3,0.3,0,0.222,0.304,0.783,29.7
Elliot Williams26MEM,1.6,0.8,0.8,0,0,0.2,0.25,0.75,29.7
Guillermo Díaz22LAC,0.8,0.3,0.2,0,0,0.25,0,0.6,29.7
Kevin Brooks24DEN,2.5,0.6,0.1,0,0.1,0.364,0.174,0.9,29.68
Myron Jackson22DAL,1.4,0.4,0.8,0.1,0,0.222,0,0.875,29.68
Jerome James23SAC,1.5,1.1,0.1,0.1,0.4,0.375,0,0.5,29.64
Justin Jackson27BOS,0.9,0.7,0.4,0.2,0.2,0.259,0.25,0.5,29.61
Carey Scurry25NYK,0.5,0.8,0.3,0.5,0.3,0.5,0,0,29.6
Lou Amundson25PHI,1.1,0.8,0,0.1,0.1,0.5,0,0.286,29.6
Lorenzen Wright33CLE,1.4,1.5,0.2,0.2,0.3,0.37,0,0.375,29.6
Steve Scheffler29SEA,1.9,0.4,0,0,0,0.857,0,0.5,29.52
Vitaly Potapenko30SAC,1.1,0.2,0.2,0,0,0.714,0,0,29.52
Brian Oliver23PHI,2.4,0.9,0.6,0.3,0.1,0.33,0,0.682,29.52
Terrel Harris25MIA,1.4,1.3,0.3,0,0,0.25,0,0.75,29.52
Dennis Hopson26CHI,1,0,0,0.5,0,0.5,0,0,29.5
Charles Jones26POR,1.4,0.8,0.2,0.1,0.2,0.4,0,0.576,29.5
John Amaechi32UTA,2,1.5,0.4,0.3,0.1,0.314,0,0.481,29.45
Pat Garrity31ORL,2.1,1.4,0.4,0.2,0,0.338,0.216,0.8,29.44
Fab Melo22BOS,1.2,0.5,0,0.3,0.3,0.5,0,0.25,29.4
Geert Hammink26TOT,1.3,0.7,0,0,0,0.5,0,0.571,29.4
Andrew Toney28PHI,4.2,0.8,2,0.3,0,0.306,0,0.375,29.4
Scott Hastings29DET,1.1,0.8,0.2,0.1,0.1,0.303,0.25,0.864,29.4
Roy Hibbert30DEN,0.7,0.3,0.2,0,0.3,0.667,0,0,29.34
Smush Parker23PHO,3,0.6,0.8,0.4,0,0.467,0.25,0,29.24
Ron Moore26PHO,2.8,1.2,0,0.6,0,0.313,0,1,29.24
Drew Gordon24PHI,1.9,2,0.2,0.1,0,0.421,0,0.5,29.23
Fred Hoiberg26IND,1.6,0.9,0.3,0,0,0.286,0.111,1,29.2
Kenny Natt26KCK,0,0.3,0.8,0.3,0,0,0,0,29.2
Ricky Grace26ATL,1.3,0.3,0.3,0,0,0.667,0,0,29.16
Charles Oakley40HOU,1.3,0.7,0.3,0,0,0.333,0,0.833,29.16
Eldridge Recasner34TOT,0.8,0,0.8,0.2,0,0.333,0,1,29.15
Rob Lock22LAC,1.5,1.6,0.2,0.2,0.2,0.281,0,0.8,29.15
Ed Nealy28PHO,0.6,1.8,0.3,0.1,0,0.276,0,0.429,29.15
Isaiah Todd20WAS,1.7,1,0.3,0.3,0.2,0.269,0.25,0.333,29.14
Juwan Howard34DAL,1.1,1.6,0.3,0.1,0,0.359,0,0.786,29.11
Jawann Oldham32LAL,1.7,0.3,0.3,0,0,0.667,0,0.5,29.1
Ronald Murray23TOT,1.9,0.3,0.4,0.3,0,0.355,0,0.625,29.04
Taurean Green21DEN,1.1,0.7,0.3,0.1,0,0.333,0.333,0.75,29.04
Donovan Williams21ATL,2,1,0,0,0,0.4,0,0,29
Alize Johnson22IND,0.9,1.4,0.1,0.1,0.2,0.25,0.5,0.5,28.98
Christian Eyenga22CLE,1.5,2,0.7,0.5,0.7,0.158,0.5,0.333,28.98
Kyle Singler29OKC,1.9,0.8,0.2,0.1,0,0.333,0.4,0.538,28.91
Jon Sundvold30MIA,1,0,0.7,0,0,0.333,1,0,28.89
Vic Law24ORL,1.9,1.4,0.4,0.3,0,0.333,0.143,0.333,28.86
Marty Conlon32LAC,0.7,0.7,0,0,0,0.5,0,0,28.8
Jack Haley28LAL,1.6,1.9,0.1,0.1,0.2,0.369,0,0.483,28.8
Troy Daniels23HOU,2.7,0.4,0.2,0,0,0.319,0.302,0.75,28.8
Scott Hastings22TOT,1.2,1.3,0.1,0.2,0,0.342,0,0.55,28.8
Darko Miličić18DET,1.4,1.3,0.2,0.2,0.4,0.262,0,0.583,28.67
Demetrius Jackson23TOT,1.1,0.8,0.6,0.3,0.1,0.389,0.143,0.5,28.62
Eric Moreland23SAC,0.7,0.3,0,0,0,1,0,0,28.56
John Edwards23IND,1.2,0.8,0.1,0.1,0.2,0.367,0,0.5,28.56
Garrett Temple24MIL,1.9,0.7,0.7,0.1,0.1,0.333,0.3,0,28.52
Aaron Gray29TOR,1.3,2,0.8,0,0,0.667,0,0.5,28.5
Damir Markota21MIL,1.7,1,0.2,0.1,0,0.365,0.375,0.636,28.5
Jarron Collins31PHO,1,1.8,0.2,0.1,0.1,0.387,0,0.4,28.49
Quintin Dailey31SEA,2.8,1.1,0.4,0.5,0.1,0.243,0,0.813,28.48
Dan O'Sullivan25DET,1.3,0.8,0.2,0,0,0.333,0,0.75,28.38
Chris Douglas-Roberts28LAC,1.6,1,0.3,0.1,0,0.238,0.143,1,28.38
Jiří Welsch23GSW,1.6,0.8,0.7,0.2,0.1,0.253,0.25,0.759,28.35
C.J. Miles19UTA,2.7,0.9,0.7,0.3,0.1,0.345,0.219,0.609,28.28
Les Jepsen24SAC,0.8,1,0,0,0.2,0.375,0,0.636,28.28
Jawad Williams25CLE,1.2,0.2,0,0.1,0,0.417,0.333,0,28.2
Jerald Honeycutt24TOT,1.9,0.8,0.2,0.3,0.1,0.281,0.294,0.7,28.16
Michael Hawkins28CLE,0.8,0.5,1.3,0.2,0,0.333,0.5,0,28.12
Marcus Morris22HOU,2.4,0.9,0.2,0.1,0.1,0.296,0.118,0.75,28.12
Robert Smith27SAS,1.7,0.4,0.3,0.1,0,0.455,0,1,28.08
Russ Smith23TOT,2.5,0.5,0.7,0.3,0,0.32,0.182,0.923,28.08
Josh Selby20MEM,2.3,0.5,1.1,0.3,0,0.347,0.133,0.786,28.05
Greg Dreiling30IND,1.1,1.5,0.2,0.1,0.2,0.328,0,0.533,28
Žarko Paspalj23SAS,2.6,1.1,0.4,0.1,0.3,0.342,0,0.818,27.95
Darryl Dawkins32DET,1.9,0.5,0.1,0,0.1,0.474,0,0.5,27.88
Solomon Jones23ATL,1,1.2,0,0.1,0.1,0.4,0,0.55,27.88
Petr Cornelie26DEN,1.1,1.1,0.2,0.1,0.1,0.333,0.125,0.75,27.84
Sergei Monia22SAC,0.7,0.3,0,0.3,0,0,0,1,27.83
Dairis Bertāns29NOP,2.8,0.8,0.8,0.1,0,0.255,0.294,0,27.8
Acie Law25CHA,1.8,0.1,0.3,0.1,0.1,0.313,0,0.857,27.75
Kris Joseph24BRK,0.5,0.5,0,0.8,0,0,0,0.5,27.75
Jarred Vanderbilt20MIN,1,0.5,0,0,0,0,0,1,27.75
Malcolm Hill27CHI,1,0.6,0,0,0,0.5,0.333,0,27.72
Kai Jones21CHO,1,0.5,0.2,0,0.1,0.643,0.5,0.375,27.6
Malcolm Thomas25UTA,1.9,1.7,0.3,0,0.1,0.5,0.25,0,27.6
Deng Adel21CLE,1.7,1,0.3,0.1,0.2,0.306,0.261,1,27.54
Michael Jackson25SAC,0.6,0.4,0.5,0.3,0,0.273,0.5,0.5,27.54
Ed Stokes26TOR,0.8,1,0.3,0.3,0.5,0.333,0,0.5,27.52
Thomas Hamilton20BOS,2.3,2,0.1,0,0.8,0.29,0,0.389,27.52
Shane Heal26MIN,1.7,0.4,0.8,0.1,0.1,0.268,0.308,0.6,27.5
Henry Walker22BOS,1,0.6,0.4,0,0,0.5,0,1,27.36
D.J. Mbenga26DAL,0.8,0.5,0.3,0.1,0.2,0.313,0,0.875,27.36
Sean Marks23TOR,1.4,0.1,0,0.1,0,0.625,0,0.5,27.3
Mychal Mulder27ORL,3.7,1.4,0.2,0.3,0.1,0.299,0.283,1,27.3
Vince Williams Jr.22MEM,2,1,0.3,0.4,0.1,0.3,0.143,1,27.3
Matt Maloney27HOU,1.4,0.7,1.4,0.3,0,0.179,0.067,0.909,27.28
Spud Webb34ORL,3,0.8,1.3,0.3,0,0.417,0,1,27.2
Tony Delk24CHH,2.7,0.7,1,0,0,0.75,1,0.5,27.12
Craig Brackins24PHI,1.6,1.1,0.6,0,0.1,0.273,0.333,0.5,27.09
Wayne Selden27NYK,1.7,0.3,0.3,0,0,0.25,0.5,0.5,27.09
Peter John Ramos19WAS,1.8,0.7,0,0,0.2,0.5,0,0.5,27.06
Tony Massenburg24BOS,1.4,1.3,0,0,0.1,0.444,0,0.5,27.06
Braxton Key24PHI,1,1,0.5,0.5,0,0.5,0,0,27
Gaylon Nickerson27WSB,2,1,0,1,0,0.333,0,0,27
Vernon Carey Jr.21WAS,0.5,1,0.3,0.2,0.2,0.25,0,1,27
Yinka Dare25NJN,1.2,1.7,0.1,0,0.2,0.222,0,0.5,27
John Thomas30TOT,0.9,1.3,0.1,0.2,0.1,0.4,0,0.75,26.86
Marcus Banks27TOR,2.3,0.5,1,0.2,0,0.333,0.2,0.333,26.8
Tornike Shengelia22BRK,1.5,0.8,0.7,0.1,0.1,0.458,0,0.375,26.73
Alex Stepheson28LAC,0.5,0.5,0,0,0.5,1,0,0,26.7
Jeremy Richardson23ATL,1.6,0.4,0,0.1,0,0.419,0.417,0,26.68
Ryan Humphrey23ORL,1.8,2,0.2,0.1,0.5,0.271,0,0.643,26.68
Mitch McGary23OKC,1.3,0.9,0.2,0.1,0.1,0.478,0,0.4,26.64
Gary Trent Jr.20POR,2.7,0.7,0.3,0.1,0.1,0.32,0.238,0.429,26.64
Udonis Haslem38MIA,2.5,2.7,0.2,0,0,0.333,0,0.75,26.64
Dave Robisch34DEN,1.9,1.1,0.7,0,0.1,0.325,0,0.846,26.64
Makhtar N'Diaye25VAN,1.3,1.3,0.3,0,0.3,0.25,0,0.75,26.52
Hamady N'Diaye24WAS,0.9,0.4,0,0.1,0.3,0.8,0,0.5,26.5
Linton Johnson28CHI,1.1,1,0.3,0.1,0,0.364,0.5,0,26.5
Willie Reed27DET,0.7,0.3,0.3,0,0,1,0,0,26.4
James Webb III24BRK,1.6,2.4,0.4,0.1,0,0.25,0.211,0,26.4
Michael Hawkins27CHH,0.7,0.6,1.1,0,0,0.231,0.2,0.5,26.4
Mark Hendrickson25NJN,0.2,0.4,0.6,0,0,0,0,0.5,26.4
Andrew Gaze33SAS,1.1,0.3,0.3,0.1,0.1,0.32,0.313,0,26.35
Terry Teagle32HOU,2.5,1.5,1,0,0,0.286,0,0.5,26.25
Charles Thomas22DET,1.3,0.6,0.6,0.1,0,0.353,0.118,0.667,26.23
Eric Johnson23UTA,1.1,0.6,1.3,0.4,0,0.238,0.167,0.765,26.22
Jamaal Tinsley35UTA,1.1,1.4,2.9,0.3,0,0.2,0.067,0,26.22
Wesley Johnson31WAS,2.8,1.5,0.6,0.2,0.4,0.25,0.231,0.7,26.2
Langston Galloway30BRK,3,2,1.3,0,0,0.385,0.25,0,26.1
Jason Collins34WAS,0.7,1.3,0.3,0.3,0.7,0.167,0,1,26.1
Jeff Ruland34DET,1.1,1.6,0.2,0.2,0,0.455,0,0.5,26
Kevin Hervey23OKC,1.7,1.2,0.5,0.1,0.1,0.259,0.15,0,26
Andre Moore23MIL,1.3,0.7,0.3,0,0,0.667,0,0,25.97
Shawn Respert24MIL,1.4,0.5,0.6,0,0,0.316,0.111,1,25.96
Randy Wittman32IND,0.7,0.4,0.5,0.1,0,0.421,0,0.5,25.92
Brant Weidner23SAS,1,1.4,0,0,0.3,0.222,0,1,25.92
Lamont Strothers23POR,2.5,0.3,0.3,0.3,0.3,0.333,0,0.5,25.8
Miloš Babić22CLE,1.6,0.8,0.3,0.1,0.1,0.316,0,0.583,25.8
Daniel Ochefu23WAS,1.3,1.2,0.2,0.1,0,0.444,0,0,25.74
Manute Bol31TOT,0.6,1.3,0.1,0.1,1.1,0.211,0,0,25.73
Walter Palmer22UTA,1.4,0.8,0.2,0.1,0.1,0.333,0,0.667,25.5
Mel McCants22LAL,1.7,0.5,0.2,0.2,0.1,0.308,0,0.75,25.5
Charlie Brown Jr.24DAL,0.7,0.3,0.3,0.7,0.3,0.2,0,0,25.5
Sindarius Thornwell24LAC,1,0.7,0.3,0.2,0.1,0.347,0.2,0.735,25.48
PJ Dozier26SAC,1.4,0.9,0.6,0.4,0.1,0.303,0.125,0,25.48
Yaroslav Korolev18LAC,1.1,0.5,0.4,0.1,0,0.3,0.286,0.7,25.44
DeVaughn Akoon-Purcell25DEN,1,0.6,0.9,0.3,0,0.3,0,0.5,25.42
Scott Hastings22NYK,1.1,1.5,0,0.2,0,0.364,0,0.5,25.38
Charles Smith27POR,1.7,0,0.3,0.3,0,0.25,0,0.75,25.37
Ron Baker25TOT,0.9,0.7,1,0.4,0.1,0.2,0.077,0.833,25.25
DaQuan Jeffries24MEM,0.7,0.7,0.3,0,0,0.5,0,0,25.2
Tyler Ennis22HOU,1.9,0.6,1.1,0.2,0,0.391,0.375,0.667,25.2
Gerald Glass28CHH,1,0.4,0,0.2,0,0.4,0,1,25.2
Julius Nwosu23SAS,1.3,1,0.1,0,0.1,0.321,0,0.765,25.16
Caleb Swanigan21POR,1.9,2.9,0.4,0.2,0,0.318,0.2,0.857,25.11
Lou Amundson32CLE,0.9,1.7,0.4,0.1,0,0.333,0,0.6,25.08
Michael Bradley24TOT,0.9,1.4,0.1,0.2,0,0.467,0,0.5,25.01
Earl Cureton39TOR,0.8,1,0.4,0,0,0.375,0,0.333,24.99
Džanan Musa19BRK,2.1,0.6,0.2,0.2,0,0.409,0.1,0,24.94
Mark West39PHO,0.7,1.4,0.1,0.1,0.2,0.417,0,0.625,24.94
Awvee Storey27NJN,0.9,0.6,0.1,0,0,0.3,0.5,0.5,24.84
James Young20BOS,1,0.9,0.3,0.2,0,0.306,0.231,0.25,24.84
Joel Anthony31MIA,0.5,0.6,0,0,0.3,0.333,0,1,24.8
Moses Brown20POR,1.2,1.6,0.1,0.1,0.1,0.4,0,0.375,24.79
Michael Stewart28TOT,0.5,1.2,0,0.1,0.4,0.417,0,0.75,24.78
Dominic McGuire24WAS,0.7,1.5,0.2,0.1,0.1,0.375,0,0,24.78
Dell Demps23GSW,2,0,0.5,1,0,0.333,0,0,24.75
Stevin Smith25DAL,1.8,1.3,0.5,0.1,0,0.333,0.167,1,24.75
Nate Robinson26OKC,3.3,0.3,1.5,0,0,0.267,0.25,0.75,24.75
Gary Clark26PHI,0,1,0.5,0.5,0,0,0,0,24.7
Rodions Kurucs22BRK,0.6,0.6,0.4,0,0,0.333,0.5,0,24.64
Jumaine Jones27PHO,2.2,1.3,0.1,0.3,0.1,0.275,0.313,1,24.64
Zendon Hamilton30PHI,1,0,0,1,0,0,0,0.5,24.6
Terry Crosby23KCK,1.5,0.3,1.8,0,0,0.5,0,1,24.5
Lari Ketner22CHI,1.7,1.2,0.2,0.2,0.2,0.4,0,1,24.48
Josh Magette30ORL,1.5,0.8,0.6,0.4,0.1,0.333,0.25,0.5,24.48
Juwan Howard38MIA,1.5,1.7,0.4,0.1,0,0.309,0,0.8,24.48
Marcus Williams21LAC,1,1.2,0.3,0.1,0,0.263,0,0,24.48
Chuck Nevitt28DET,1,1.1,0,0.1,0.3,0.333,0,0.5,24.42
Dalibor Bagarić20CHI,1.3,1.6,0.3,0.3,0.5,0.262,0,0.464,24.42
Wally Rank22SDC,2.2,1.2,0.7,0.3,0,0.368,0,0.464,24.4
Cheikh Samb24TOT,0.8,1.3,0.1,0.2,0.6,0.188,0,0.429,24.38
Martin Nessley22LAC,1.2,2.1,0.5,0.2,0.3,0.367,0,0.5,24.36
Steve Lingenfelter24WSB,1.1,1.7,0.6,0.1,0.4,0.667,0,0,24.32
Rory White24SDC,1.3,0.7,0,0,0,0.444,0,0,24.32
Darryl Johnson30CLE,1.1,0.2,0.1,0,0,0.417,0,1,24.25
Mark West23DAL,1.1,1.4,0.4,0,0.4,0.357,0,0.318,24.19
Brian Quinnett23NYK,1.3,0.9,0.4,0.1,0.1,0.328,0,0.667,24.18
Ronnie Brewer28HOU,0.3,0.6,0.4,0.3,0,0.2,0.125,0,24.15
Dan O'Sullivan22UTA,1,0.8,0.2,0,0,0.438,0,0.636,24
Jalen Jones24NOP,1.3,0.8,0,0,0,0.25,1,1,24
Perry Young23TOT,1.4,0.9,0.8,0.6,0.1,0.286,0,0.5,24
Ira Bowman26PHI,0.5,0.2,0.1,0.1,0,1,0,0.5,23.94
Will Conroy24MEM,0,0.7,0.3,0,0,0,0,0,23.94
Brent Scott25IND,1.2,0.6,0.2,0.1,0.1,0.471,0,0.5,23.8
Tibor Pleiß26UTA,2,1.3,0.2,0.1,0.2,0.44,0,1,23.8
Jacob Evans21GSW,1.3,0.8,0.8,0.2,0.1,0.34,0.267,0,23.8
Alex Kirk23CLE,0.8,0.2,0.2,0,0,0.25,0,1,23.8
Aaron Williams33TOR,1.6,1.3,0.1,0,0.1,0.417,0,0.857,23.76
Ron Cavenall29NJN,1.2,0.4,0,0,0.4,0.667,0,0.4,23.68
Rick Wilson23ATL,1.6,0.6,2.2,0.8,0.2,0.143,0,0.667,23.6
Khyri Thomas23DET,2.1,0.1,0.4,0.4,0,0.294,0.357,0.5,23.56
Greg Kite32ORL,1.2,2.4,0.1,0.1,0.4,0.371,0,0.364,23.54
Mike Peplowski25TOT,1,0.6,0.1,0.1,0.3,0.6,0,0.333,23.52
Evric Gray27NJN,2.6,0.6,0.4,0.2,0,0.267,0.25,1,23.52
Trevor Hudgins23HOU,1.8,0,0.6,0,0,0.222,0.25,1,23.52
Devin Green23LAL,0.9,0.9,0.3,0.1,0,0.214,0,0.619,23.5
Mark Pope25IND,1.4,0.9,0.3,0.1,0.2,0.341,0.333,0.588,23.46
Stuart Gray27NYK,1.4,1.3,0,0,0.1,0.333,0,1,23.46
Robert Swift19SEA,0.9,0.3,0.1,0.1,0.4,0.455,0,0.556,23.4
David Thirdkill26BOS,1.5,1.1,0.1,0.1,0,0.417,0,0.313,23.4
Sindarius Thornwell26NOP,1.2,0.4,0.3,0.4,0.1,0.333,0.333,0,23.4
Bryce Drew29NOH,0.8,0.4,0.9,0.3,0,0.222,0.143,1,23.4
Josh Childress30NOP,0,0.8,0.5,0.3,0,0,0,0,23.4
Pace Mannion28TOT,0.8,0.5,0.2,0.3,0,0.5,0,0,23.36
Cedric Simmons22CLE,0.6,2.1,0,0.3,0.7,0.333,0,0,23.28
Sean Marks24TOR,1.6,0.4,0,0.2,0.2,0.333,0,1,23.28
Martynas Andriuškevičius19CLE,0,0.7,0,0.3,0,0,0,0,23.25
Ryan Arcidiacono28TOT,1.3,0.8,1.2,0.3,0,0.243,0.348,0,23.22
Antonio Harvey32ATL,1,1.5,0,0.3,1,0.4,0,0,23.2
Dontae' Jones22BOS,2.9,0.6,0.3,0.1,0.2,0.333,0.261,0,23.18
Sean Colson25TOT,1.2,0.5,0.8,0.1,0,0.25,0.2,0.5,23.12
Darrun Hilliard24SAS,1.1,0.5,0.8,0.1,0,0.263,0,0.857,23.12
Bruno Šundov23TOT,2.2,2,0.2,0,0,0.4,0,0.5,23.1
Joe Courtney27SAS,2.6,1.4,0,0,0,0.313,0,0.6,23.04
Jack Haley34NJN,1.4,0.9,0,0,0.1,0.278,0,0.571,23.04
Tornike Shengelia22TOT,1.1,0.6,0.5,0.1,0,0.464,0,0.375,23.01
Tyler Bey22DAL,1,1.1,0.2,0,0.1,0.318,0.25,0.6,23.01
David Thirdkill24DET,2.9,0.8,0.1,0.3,0.2,0.522,0,0.455,23
Claude Gregory27WSB,1,1,0,0.5,0,0.5,0,0,23
Andrew Harrison24MEM,2,0,0,0,0,0.5,0,0,23
Randy Holcomb26CHI,0.5,0.3,0,0,0,1,0,0,22.96
Earl Barron29PHO,3,3.3,0.3,0.5,0.3,0.235,0,0.6,22.95
Matt Carroll23POR,1,0.2,0.1,0,0,0.455,0.333,1,22.94
Devon Hall24OKC,1.8,0.6,1.2,0.4,0.1,0.2,0.235,0.5,22.94
Jim Farmer23DAL,2,0.6,0.5,0.1,0,0.377,0,0.9,22.88
Nazr Mohammed38OKC,1.6,0.8,0,0,0,0.6,0,1,22.8
Reggie Smith22POR,1,0.9,0,0.2,0,0.37,0,0.214,22.8
Dominic McGuire24TOT,0.7,1.5,0.2,0.1,0.1,0.365,0,0,22.8
Arinze Onuaku26TOT,0.6,1.6,0.6,0,0,0.2,0,0.5,22.8
Bobby Jones24SAS,0.7,0.7,0.3,0.7,0,0.25,0,0,22.78
Reggie Hanson29BOS,0.8,0.8,0.1,0.3,0.1,0.5,0,0,22.77
Byron Mullens21OKC,1.9,1.8,0,0.2,0.2,0.321,0,0.5,22.75
Quinndary Weatherspoon23SAS,1.1,0.6,1,0.3,0.1,0.294,0.2,0.5,22.72
Doug Smith26BOS,1.9,1.3,0.2,0.2,0,0.359,0,0.625,22.68
Fred Cofield25CHI,0.8,1,0.8,0.4,0,0.182,0,0,22.68
Justin Patton22OKC,1.8,1,0.4,0,0,0.4,0.25,0,22.56
Jake Layman23POR,1,0.5,0.3,0.2,0.1,0.298,0.2,0.667,22.54
Joe Crispin22LAL,1.7,0.2,0.3,0.2,0,0.25,0,0.8,22.5
Monti Davis22TOT,1.5,2,0,0,0.5,0.2,0,0.2,22.5
Mike Higgins22LAL,0.2,0.2,0.2,0.2,0.3,0,0,0.5,22.5
Marcus Williams21TOT,0.9,1.1,0.3,0.1,0.1,0.25,0,0,22.44
Joel Przybilla24MIL,0.2,2,0.6,0,0,0,0,0.5,22.44
Ken Austin22DET,1.7,0.4,0.1,0.1,0.1,0.462,0,0,22.4
